Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
No,Travel_Rarely,Sales,2,3,Marketing,1,Sales Executive,59140,3.0,1,6.0,4,0,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Research Scientist,26220,2.0,0,24.0,3,0,3.0,2.0,3.0,3
No,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Representative,121850,3.0,0,13.0,2,5,2.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,2,1,Life Sciences,3,Healthcare Representative,106090,1.0,0,10.0,3,0,4.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Sales Executive,43450,4.0,0,29.0,3,1,1.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,1,4,Medical,1,Research Scientist,21770,4.0,0,13.0,4,0,4.0,3.0,2.0,3
No,Non-Travel,Research & Development,1,2,Technical Degree,2,Sales Executive,27930,1.0,0,9.0,4,0,4.0,3.0,2.0,3
No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Sales Executive,79180,2.0,2,8.0,3,0,2.0,4.0,3.0,2
No,Travel_Rarely,Sales,6,3,Other,2,Sales Executive,87890,1.0,3,15.0,4,5,4.0,1.0,3.0,3
No,Non-Travel,Sales,18,3,Marketing,1,Laboratory Technician,23890,6.0,1,5.0,4,0,3.0,2.0,3.0,2
Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Sales Executive,32120,1.0,1,1.0,3,0,3.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,1,4,Medical,2,Research Scientist,192320,2.0,1,11.0,3,0,1.0,2.0,2.0,3
No,Travel_Frequently,Sales,11,3,Marketing,2,Healthcare Representative,22670,1.0,3,7.0,2,0,3.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,1,4,Medical,1,Research Scientist,195170,2.0,0,20.0,5,2,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Healthcare Representative,24360,4.0,0,16.0,3,3,3.0,3.0,3.0,1
Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Research Scientist,160640,1.0,1,1.0,3,0,4.0,2.0,4.0,3
Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,3,Laboratory Technician,27070,1.0,0,1.0,2,0,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Research Director,190680,0.0,0,10.0,1,8,4.0,4.0,1.0,3
No,Travel_Frequently,Sales,1,3,Marketing,1,Research Scientist,39310,8.0,0,3.0,2,0,4.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Laboratory Technician,37300,1.0,1,8.0,4,6,3.0,1.0,4.0,3
Yes,Travel_Rarely,Research & Development,10,3,Medical,3,Sales Executive,22320,1.0,1,16.0,2,3,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Medical,4,Manufacturing Director,44650,0.0,0,6.0,3,1,2.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,10,4,Marketing,3,Human Resources,30720,5.0,0,17.0,3,11,1.0,3.0,1.0,2
No,Non-Travel,Research & Development,8,1,Life Sciences,2,Sales Executive,33190,1.0,1,9.0,3,0,3.0,2.0,2.0,3
No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Sales Representative,192020,1.0,0,3.0,5,0,3.0,4.0,3.0,3
No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Laboratory Technician,136750,1.0,3,5.0,5,1,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,5,4,Other,1,Laboratory Technician,29110,2.0,2,26.0,3,7,4.0,4.0,2.0,3
Yes,Travel_Rarely,Sales,9,2,Medical,4,Sales Executive,59570,4.0,1,7.0,2,0,4.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Manager,39200,6.0,1,22.0,3,15,3.0,3.0,4.0,3
No,Travel_Rarely,Sales,3,4,Marketing,1,Sales Executive,64340,5.0,1,10.0,3,7,3.0,3.0,4.0,2
No,Non-Travel,Sales,4,3,Life Sciences,2,Research Director,100480,1.0,1,6.0,2,1,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,1,2,Life Sciences,2,Healthcare Representative,109380,6.0,2,12.0,2,0,4.0,4.0,3.0,1
No,Travel_Rarely,Sales,1,1,Marketing,2,Research Scientist,23400,0.0,1,9.0,2,0,,3.0,3.0,2
Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,Human Resources,65450,4.0,0,22.0,2,0,2.0,2.0,2.0,3
No,Travel_Frequently,Research & Development,7,4,Life Sciences,3,Sales Executive,69310,1.0,0,20.0,3,2,3.0,3.0,4.0,3
No,Non-Travel,Sales,28,1,Life Sciences,2,Research Scientist,48980,4.0,1,12.0,3,0,1.0,4.0,3.0,3
Yes,Non-Travel,Research & Development,28,4,Medical,2,Research Scientist,25930,0.0,0,4.0,2,1,3.0,1.0,3.0,3
No,Non-Travel,Sales,15,3,Other,4,Research Director,194360,1.0,2,10.0,4,6,4.0,3.0,3.0,3
Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Sales Executive,27230,6.0,1,3.0,2,0,4.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,2,2,Technical Degree,2,Laboratory Technician,34790,3.0,0,5.0,3,0,2.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,26,1,Medical,3,Healthcare Representative,27940,3.0,1,8.0,2,0,4.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,1,Life Sciences,1,Manufacturing Director,52490,9.0,2,32.0,2,1,4.0,4.0,2.0,2
No,Travel_Frequently,Sales,1,3,Marketing,2,Human Resources,21760,1.0,1,6.0,2,1,3.0,2.0,3.0,2
No,Travel_Frequently,Sales,11,3,Other,1,Laboratory Technician,168720,2.0,1,21.0,2,0,1.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,20,4,Other,2,Manufacturing Director,34850,9.0,2,4.0,2,2,3.0,2.0,3.0,3
No,Non-Travel,Sales,2,3,Medical,1,Sales Executive,66440,1.0,0,9.0,3,0,4.0,1.0,3.0,4
No,Travel_Rarely,Sales,18,4,Medical,2,Research Scientist,55820,1.0,0,9.0,3,0,4.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,2,3,Life Sciences,2,Healthcare Representative,40000,4.0,0,7.0,5,0,1.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Sales Executive,134960,3.0,1,22.0,3,1,4.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Manufacturing Director,32100,0.0,2,3.0,5,0,3.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,28,3,Medical,3,Human Resources,190450,6.0,3,13.0,2,0,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,28,3,Life Sciences,1,Healthcare Representative,118490,1.0,1,5.0,3,3,4.0,3.0,3.0,3
Yes,Travel_Rarely,Sales,24,3,Medical,3,Healthcare Representative,20700,1.0,3,5.0,1,0,3.0,2.0,1.0,2
No,Travel_Frequently,Research & Development,5,2,Technical Degree,2,Sales Executive,65020,1.0,0,4.0,3,0,3.0,1.0,3.0,3
No,Non-Travel,Sales,5,4,Other,2,Manager,32300,1.0,1,0.0,3,0,2.0,4.0,3.0,3
No,Travel_Rarely,Sales,23,3,Medical,1,Laboratory Technician,136030,8.0,1,22.0,2,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,6,4,Medical,1,Manufacturing Director,119960,1.0,2,16.0,3,10,3.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,4,3,Life Sciences,5,Healthcare Representative,56050,0.0,1,9.0,0,1,2.0,1.0,2.0,2
Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,63970,1.0,1,1.0,3,0,4.0,1.0,3.0,3
Yes,Travel_Frequently,Research & Development,8,4,Medical,1,Sales Executive,191440,0.0,0,4.0,3,1,2.0,2.0,3.0,3
No,Travel_Rarely,Sales,1,3,Marketing,2,Research Scientist,175840,1.0,0,8.0,2,1,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,8,3,Other,2,Sales Representative,49070,1.0,1,4.0,2,1,2.0,1.0,2.0,3
No,Travel_Rarely,Human Resources,2,4,Medical,2,Sales Executive,45540,2.0,2,19.0,3,2,1.0,3.0,3.0,3
No,Travel_Rarely,Sales,3,3,Medical,1,Research Director,54150,7.0,1,27.0,1,4,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Research Scientist,47410,6.0,0,8.0,3,2,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,2,3,Life Sciences,3,Human Resources,21150,1.0,0,21.0,3,11,4.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Human Resources,31610,0.0,2,4.0,0,2,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,24,3,Medical,5,Sales Executive,57450,1.0,3,3.0,4,1,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,23,4,Other,1,Research Scientist,23730,6.0,1,21.0,3,0,4.0,3.0,4.0,4
No,Travel_Rarely,Sales,27,3,Medical,2,Sales Executive,33100,4.0,1,8.0,3,0,1.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,16,4,Medical,5,Laboratory Technician,186650,3.0,0,30.0,3,4,3.0,4.0,3.0,2
Yes,Travel_Rarely,Sales,15,3,Marketing,2,Laboratory Technician,44850,5.0,1,15.0,2,0,1.0,2.0,1.0,4
No,Travel_Frequently,Research & Development,26,2,Life Sciences,2,Sales Executive,27890,3.0,1,17.0,2,6,3.0,2.0,3.0,2
No,Non-Travel,Research & Development,19,1,Life Sciences,2,Research Scientist,58280,1.0,0,21.0,0,5,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,24,2,Other,1,Laboratory Technician,23260,8.0,0,19.0,3,0,2.0,4.0,3.0,4
Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,Manufacturing Director,135250,8.0,1,7.0,4,2,2.0,1.0,3.0,2
Yes,Travel_Rarely,Research & Development,5,4,Medical,4,Human Resources,14200,1.0,1,33.0,2,6,1.0,4.0,3.0,4
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Healthcare Representative,80200,3.0,1,23.0,2,11,4.0,4.0,3.0,3
No,Non-Travel,Human Resources,2,2,Life Sciences,1,Laboratory Technician,36880,0.0,0,19.0,3,0,4.0,3.0,3.0,2
Yes,Travel_Rarely,Sales,2,4,Technical Degree,4,Sales Executive,54820,1.0,0,18.0,3,15,3.0,1.0,3.0,3
No,Travel_Frequently,Sales,11,3,Marketing,1,Sales Executive,160150,1.0,0,21.0,3,2,4.0,1.0,3.0,4
No,Non-Travel,Sales,9,2,Technical Degree,5,Sales Representative,12000,0.0,1,3.0,3,2,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,7,2,Other,1,Human Resources,56610,3.0,0,26.0,2,1,4.0,4.0,4.0,2
No,Non-Travel,Research & Development,15,3,Medical,2,Manager,69290,9.0,0,10.0,6,7,4.0,3.0,3.0,1
No,Travel_Rarely,Sales,6,4,Marketing,2,Research Director,96130,0.0,1,16.0,5,0,2.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Research Scientist,56740,3.0,0,14.0,6,0,2.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,16,1,Medical,2,Sales Executive,54840,1.0,3,6.0,6,0,2.0,2.0,3.0,3
No,Travel_Frequently,Sales,8,2,Medical,2,Research Scientist,120610,2.0,1,30.0,2,6,3.0,2.0,3.0,4
Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Research Scientist,56600,7.0,0,9.0,3,0,1.0,3.0,2.0,3
Yes,Travel_Frequently,Sales,2,3,Life Sciences,2,Research Scientist,48210,6.0,2,6.0,2,1,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Sales Representative,64100,1.0,1,1.0,5,0,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,10,3,Other,2,Sales Representative,52100,1.0,0,1.0,1,0,4.0,2.0,3.0,4
No,Travel_Frequently,Sales,9,4,Medical,2,Research Scientist,26950,3.0,1,8.0,4,2,3.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Sales Executive,118780,2.0,1,29.0,2,7,2.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Laboratory Technician,170680,3.0,0,8.0,6,0,4.0,2.0,2.0,3
No,Travel_Rarely,Human Resources,2,3,Medical,5,Sales Executive,24550,1.0,1,8.0,2,7,3.0,1.0,2.0,3
No,Travel_Frequently,Research & Development,3,3,Medical,2,Laboratory Technician,139640,1.0,2,5.0,1,1,1.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,2,1,Medical,3,Research Scientist,49410,9.0,2,23.0,2,2,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,5,3,Medical,2,Manufacturing Director,24780,6.0,0,13.0,0,7,3.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,1,2,Life Sciences,2,Manufacturing Director,52280,2.0,0,18.0,4,0,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Human Resources,44780,0.0,1,15.0,3,7,4.0,4.0,2.0,3
No,Non-Travel,Research & Development,2,3,Medical,2,Manager,75470,7.0,0,31.0,2,6,3.0,1.0,4.0,2
No,Travel_Rarely,Sales,25,2,Life Sciences,3,Research Scientist,50550,5.0,0,18.0,2,0,3.0,4.0,3.0,2
Yes,Travel_Frequently,Sales,8,3,Marketing,3,Sales Executive,34640,1.0,0,2.0,3,0,4.0,4.0,3.0,2
Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manager,57750,1.0,0,1.0,2,1,3.0,1.0,2.0,3
No,Travel_Rarely,Sales,12,3,Marketing,3,Healthcare Representative,89430,8.0,1,19.0,6,1,4.0,1.0,3.0,3
Yes,Travel_Rarely,Sales,23,3,Medical,2,Research Scientist,192720,9.0,0,18.0,2,2,1.0,3.0,4.0,3
Yes,Non-Travel,Research & Development,19,4,Life Sciences,4,Laboratory Technician,52380,1.0,1,10.0,4,1,2.0,1.0,2.0,2
No,Travel_Rarely,Research & Development,5,4,Medical,2,Sales Executive,46820,1.0,1,6.0,3,1,1.0,1.0,3.0,1
No,Travel_Rarely,Research & Development,8,3,Medical,1,Sales Executive,183000,0.0,0,7.0,6,0,3.0,1.0,2.0,3
No,Travel_Rarely,Sales,1,4,Life Sciences,1,Research Director,52570,1.0,0,10.0,2,0,2.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Sales Executive,63490,0.0,0,20.0,3,1,3.0,3.0,2.0,3
No,Travel_Rarely,Sales,1,4,Marketing,1,Sales Executive,48690,4.0,0,14.0,2,11,1.0,4.0,3.0,3
No,Non-Travel,Sales,11,3,Technical Degree,2,Laboratory Technician,99850,1.0,1,3.0,3,1,1.0,3.0,3.0,2
No,Travel_Frequently,Research & Development,23,5,Life Sciences,3,Laboratory Technician,36970,3.0,1,23.0,1,1,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Healthcare Representative,74570,3.0,2,10.0,1,1,3.0,3.0,4.0,4
Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Sales Executive,21190,9.0,0,24.0,3,3,2.0,1.0,3.0,3
No,Travel_Rarely,Sales,23,4,Marketing,4,Sales Executive,39830,4.0,0,9.0,3,1,4.0,4.0,3.0,3
Yes,Travel_Rarely,Sales,7,4,Life Sciences,3,Sales Representative,61180,0.0,1,9.0,3,4,4.0,1.0,3.0,2
Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Sales Executive,62140,1.0,2,14.0,3,3,1.0,3.0,3.0,3
No,Travel_Rarely,Human Resources,1,1,Human Resources,2,Research Scientist,63470,1.0,1,4.0,2,2,1.0,3.0,2.0,3
No,Travel_Frequently,Sales,29,4,Marketing,1,Research Scientist,115100,0.0,1,7.0,5,0,1.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Sales Executive,71430,2.0,0,8.0,6,0,4.0,4.0,3.0,2
Yes,Travel_Rarely,Human Resources,25,4,Human Resources,2,Research Scientist,82680,1.0,0,7.0,3,5,4.0,4.0,4.0,2
Yes,Travel_Rarely,Sales,8,2,Marketing,2,Sales Executive,80950,1.0,0,1.0,3,0,1.0,3.0,2.0,4
Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Manufacturing Director,29040,4.0,0,5.0,2,2,1.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Research Scientist,60320,0.0,0,23.0,2,13,4.0,1.0,3.0,2
Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Manager,29760,1.0,0,1.0,3,0,1.0,2.0,3.0,3
Yes,Travel_Frequently,Research & Development,1,4,Medical,2,Research Scientist,159920,3.0,0,5.0,3,0,4.0,3.0,3.0,3
No,Travel_Frequently,Sales,9,3,Medical,2,Research Scientist,46490,0.0,0,4.0,2,0,4.0,2.0,3.0,2
No,Non-Travel,Sales,1,1,Marketing,2,Research Director,26960,3.0,0,6.0,3,0,3.0,4.0,3.0,3
No,Non-Travel,Sales,2,1,Life Sciences,2,Sales Executive,23700,2.0,0,27.0,3,2,1.0,4.0,2.0,3
No,Non-Travel,Research & Development,1,3,Medical,2,Human Resources,125040,1.0,1,15.0,2,4,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,59740,7.0,1,18.0,6,4,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,6,2,Medical,1,Research Scientist,47360,0.0,1,9.0,3,2,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,8,3,Medical,4,Research Scientist,52960,4.0,0,11.0,3,1,3.0,4.0,3.0,4
No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Laboratory Technician,67810,0.0,1,10.0,2,1,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,6,4,Medical,3,Sales Executive,21740,3.0,1,23.0,3,4,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,7,4,Medical,1,Sales Executive,66530,7.0,1,10.0,2,0,4.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,5,3,Medical,2,Laboratory Technician,96990,8.0,1,18.0,3,0,3.0,1.0,3.0,3
Yes,Travel_Frequently,Sales,1,3,Marketing,2,Healthcare Representative,67550,7.0,1,21.0,2,11,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Healthcare Representative,22130,1.0,0,21.0,4,4,3.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Research Scientist,26100,1.0,1,2.0,3,2,4.0,2.0,4.0,2
No,Non-Travel,Research & Development,6,3,Life Sciences,1,Laboratory Technician,28510,9.0,0,9.0,2,0,3.0,2.0,2.0,3
No,Non-Travel,Research & Development,1,3,Medical,3,Sales Representative,34520,2.0,3,18.0,4,0,1.0,4.0,3.0,4
No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Sales Executive,52580,0.0,3,3.0,5,2,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,2,4,Marketing,1,Sales Executive,93550,0.0,0,6.0,4,0,1.0,2.0,1.0,3
No,Travel_Frequently,Research & Development,9,2,Other,1,Manufacturing Director,104960,1.0,1,5.0,2,0,4.0,4.0,3.0,3
No,Travel_Rarely,Sales,2,2,Medical,1,Sales Executive,63800,6.0,1,22.0,1,2,4.0,2.0,3.0,2
No,Travel_Frequently,Sales,9,1,Technical Degree,2,Sales Executive,26570,2.0,1,5.0,3,0,4.0,3.0,2.0,2
No,Travel_Frequently,Research & Development,1,4,Medical,3,Research Scientist,27160,0.0,0,8.0,2,1,4.0,2.0,2.0,1
No,Travel_Rarely,Sales,21,2,Life Sciences,1,Healthcare Representative,22010,4.0,1,16.0,3,0,2.0,4.0,3.0,4
No,Travel_Rarely,Sales,4,2,Other,2,Healthcare Representative,65400,1.0,0,10.0,2,1,2.0,4.0,2.0,1
No,Travel_Rarely,Research & Development,1,3,Medical,1,Human Resources,38160,1.0,2,7.0,2,5,3.0,3.0,4.0,2
No,Travel_Frequently,Sales,6,4,Life Sciences,1,Manager,52530,1.0,0,3.0,2,0,3.0,3.0,3.0,3
Yes,Non-Travel,Research & Development,2,4,Medical,3,Laboratory Technician,109650,1.0,0,0.0,5,0,3.0,3.0,3.0,4
Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Sales Executive,49360,0.0,0,6.0,2,0,1.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,4,2,Medical,2,Research Scientist,25430,3.0,0,6.0,3,0,2.0,4.0,3.0,3
Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,Research Director,53040,1.0,0,2.0,3,2,3.0,3.0,2.0,4
No,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Manufacturing Director,166590,7.0,1,9.0,2,1,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,6,2,Medical,1,Healthcare Representative,42600,1.0,2,4.0,2,2,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,1,1,Marketing,2,Laboratory Technician,24760,1.0,0,6.0,2,1,2.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Laboratory Technician,31020,1.0,1,6.0,3,1,3.0,3.0,1.0,2
Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Sales Executive,22440,1.0,3,11.0,5,3,4.0,1.0,1.0,1
No,Travel_Frequently,Research & Development,2,4,Medical,4,Human Resources,75960,9.0,0,20.0,0,2,2.0,3.0,2.0,1
Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Laboratory Technician,22850,0.0,0,22.0,3,13,3.0,1.0,2.0,1
No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Laboratory Technician,30340,7.0,1,9.0,3,1,2.0,1.0,4.0,2
No,Travel_Rarely,Research & Development,5,3,Medical,1,Healthcare Representative,57150,6.0,2,10.0,0,1,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,7,4,Life Sciences,1,Laboratory Technician,25760,8.0,3,6.0,3,1,4.0,2.0,3.0,3
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Sales Executive,41970,1.0,0,1.0,3,0,3.0,4.0,2.0,1
No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Sales Representative,143360,1.0,1,8.0,3,0,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Manufacturing Director,34480,1.0,0,10.0,3,1,3.0,,3.0,3
No,Travel_Frequently,Research & Development,26,4,Life Sciences,2,Research Scientist,194060,3.0,3,16.0,2,0,3.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,18,5,Medical,2,Research Scientist,65380,2.0,1,15.0,3,6,3.0,2.0,4.0,3
No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Research Director,43060,0.0,0,14.0,2,4,4.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,3,3,Medical,2,Laboratory Technician,22580,1.0,1,2.0,2,2,4.0,4.0,4.0,3
Yes,Travel_Rarely,Sales,5,3,Marketing,3,Research Scientist,45220,8.0,1,7.0,3,1,1.0,3.0,2.0,3
No,Non-Travel,Research & Development,11,2,Other,2,Research Scientist,44870,1.0,0,1.0,5,0,3.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,3,2,Other,2,Healthcare Representative,44490,,0,28.0,3,4,4.0,1.0,3.0,1
No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Laboratory Technician,22180,1.0,1,10.0,1,0,,4.0,3.0,3
No,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Laboratory Technician,191970,1.0,0,1.0,2,0,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Sales Representative,132120,4.0,0,7.0,4,0,1.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,14,4,Life Sciences,3,Research Scientist,65770,1.0,0,14.0,1,3,4.0,4.0,2.0,1
No,Travel_Rarely,Research & Development,6,3,Medical,5,Research Director,83920,1.0,0,2.0,5,1,1.0,3.0,2.0,3
Yes,Travel_Rarely,Human Resources,6,2,Human Resources,3,Sales Executive,45580,1.0,1,6.0,2,0,3.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Research Director,40310,3.0,1,26.0,3,4,4.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,23,3,Medical,1,Sales Executive,79690,0.0,0,6.0,3,1,2.0,4.0,2.0,3
Yes,Travel_Frequently,Research & Development,22,4,Medical,1,Sales Representative,26540,0.0,0,1.0,5,0,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Research Scientist,165550,8.0,2,28.0,4,15,3.0,1.0,3.0,3
No,Non-Travel,Research & Development,20,3,Life Sciences,1,Sales Representative,45560,2.0,0,6.0,4,0,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Manager,60910,1.0,0,5.0,6,1,2.0,3.0,3.0,1
Yes,Non-Travel,Research & Development,12,3,Life Sciences,2,Sales Representative,195660,6.0,0,5.0,2,0,1.0,1.0,1.0,4
No,Travel_Rarely,Sales,20,3,Marketing,3,Sales Executive,48100,8.0,0,8.0,3,0,3.0,1.0,3.0,2
No,Travel_Frequently,Sales,9,3,Medical,1,Manufacturing Director,45230,5.0,1,5.0,5,0,2.0,2.0,3.0,4
No,Travel_Frequently,Research & Development,25,4,Life Sciences,2,Healthcare Representative,32020,2.0,1,32.0,2,2,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,6,3,Technical Degree,2,Research Scientist,23510,1.0,0,6.0,4,3,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,8,4,Other,3,Manager,17020,5.0,0,25.0,2,0,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,4,4,Marketing,1,Laboratory Technician,180410,3.0,1,15.0,3,1,3.0,1.0,3.0,2
Yes,Travel_Rarely,Human Resources,28,4,Human Resources,3,Manufacturing Director,28860,1.0,1,1.0,5,0,4.0,2.0,1.0,3
No,Travel_Frequently,Research & Development,9,2,Medical,1,Sales Executive,20970,1.0,2,10.0,5,0,2.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,9,2,Medical,2,Sales Executive,119350,1.0,3,7.0,6,1,3.0,3.0,3.0,4
No,Travel_Rarely,Sales,29,3,Marketing,1,Sales Executive,25460,1.0,1,10.0,2,8,3.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,3,4,Medical,2,Research Scientist,25640,1.0,3,20.0,3,13,4.0,4.0,3.0,1
No,Travel_Rarely,Research & Development,18,4,Medical,1,Human Resources,84120,1.0,0,2.0,2,2,3.0,4.0,3.0,2
No,Travel_Rarely,Sales,9,1,Medical,1,Sales Executive,141180,2.0,0,12.0,3,1,4.0,4.0,2.0,3
No,Non-Travel,Research & Development,5,4,Medical,5,Sales Executive,170460,7.0,0,10.0,3,0,4.0,1.0,4.0,2
No,Travel_Rarely,Sales,2,2,Life Sciences,2,Sales Executive,25640,0.0,1,12.0,3,1,2.0,4.0,3.0,3
No,Travel_Frequently,Sales,10,3,Life Sciences,1,Sales Executive,102660,1.0,0,2.0,3,2,3.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Research Scientist,50700,4.0,1,10.0,6,0,4.0,3.0,3.0,3
